MENU_TYPE,RESTAURANT_NAME_KOREAN,ADDRESS_KOREAN,MENU_NAME,NATIONAL_PHONE_NUMBER,DISTRICT_NAME,LATITUDE,LONGITUDE,RESTAURANT_NAME_ENGLISH,ADDRESS_ENGLISH,OPENING_HOURS,RATING,RATING_COUNT,PRICE_LEVEL,TAKEOUT_YN,RESERVABLE,BREAKFAST_YN,LUNCH_YN,DINNER_YN,BEER_YN,OUTDOOR_SEAT_YN,MENU_FOR_CHILDREN_YN,RESTROOM_YN,PARKING_LOT_YN,PAYMENT_OPTIONS,REVIEW
한식,해운대소문난암소갈비집,부산광역시 해운대구 중동2로10번길 32-10 (중동),소갈비,051-746-3333,해운대구,35.16322889,129.1662726,Haeundae Amsogalbi-jip,"333 Haeundaehaebyeon-ro, Haeundae, Busan, South Korea","Monday: 11:30AM–3:00PM, 5:00–10:00PM
Tuesday: 11:30AM–3:00PM, 5:00–10:00PM
Wednesday: 11:30AM–3:00PM, 5:00–10:00PM
Thursday: 11:30AM–3:00PM, 5:00–10:00PM
Friday: 11:30AM–3:00PM, 5:00–10:00PM
Saturday: 11:30AM–3:00PM, 5:00–10:00PM
Sunday: 11:30AM–3:00PM, 5:00–10:00PM",3.9,3525.0,PRICE_LEVEL_VERY_EXPENSIVE,False,False,False,True,True,True,False,False,True,"freeParkingLot, freeGarageParking","acceptsCreditCards, acceptsDebitCards","Ten ribs, three people, and a two-hour queue made for one delicious meal. We narrowly missed lunch, arriving at 12:07pm just as the line was finishing. Determined to try once and for all, we returned at 3pmPM and were fortunate to be the first in line. By 5pm, the line had wrapped around the building.

Regrettably, despite being the first seated for dinner, the raw ribs were still sold out.
I recommend going all out and ordering as many marinated ribs as your heart desires—they taste amazing when cooked on that charcoal grill. The soybean paste stew had pieces of ribs in it and was bursting with flavor. We also ordered bulgogi and potato noodles, which soaked up the bulgogi marinade nicely. The salad and other banchan really elevated the meal. Overall, this was our favorite meal in Busan.
This was the best Korean bbq restaurant we have had during this holiday. The side dishes were more tasteful than other restaurants and the meat was unbelievable tender and tasteful, also because of specific scoring technique they apply to the beef. The service was outstanding and we will always remember this restaurant in Busan. This is really worth waiting for!
This is a popular restaurant in Busan. You have to arrive before opening to queue and join the waitlist to get a spot. It’s pricy in comparison to other galbi restaurants, but the meat is fresh and flavourful. Our highlight was the patata noodles on the grill mixed with the bulgogi sauce at the end of the meal… that’s was really tasty. We do recommend coming for the experience but it’s true that it’s a bit overly hipped.
Long wait (about 1.5 hours in the queue and we got there at 5 on the dot) but worth it for the best KBBQ short ribs we’ve ever had. Really fair pricing too. My rec: get there at 5 on the dot, add yourself to the queue, and then go nearby for a drink until you’re about 5 in line.
We had a really good memory of this restaurant ten years ago so came back for a high expectation.  After waiting for an hour and a half, we were so disappointed; the Galbi meat was too tough with too much fat, stew was too bland, rice smelled a little.  Considering how much it cost. We will not return ever.
"
한식,해운대소문난삼계탕,"부산광역시 해운대구 중동2로 6 (중동, 외1필지 1층)",탕류,051-741-4545,해운대구,35.16261027,129.1649905,Haeundae Somunnan Samgyetang,"6 Jungdong 2-ro, Haeundae, Busan, South Korea","Monday: 10:30AM–9:00PM
Tuesday: 10:30AM–9:00PM
Wednesday: 10:30AM–9:00PM
Thursday: 10:30AM–9:00PM
Friday: 10:30AM–9:00PM
Saturday: 10:30AM–9:00PM
Sunday: 10:30AM–9:00PM",4.2,627.0,PRICE_LEVEL_MODERATE,True,True,,True,True,True,False,False,True,freeParkingLot,acceptsCreditCards,"Most Samgyetang, the chicken has no taste even they says it’s a farm chicken.  This one, their chicken is really fresh and tasty (real chicken taste)!  This is why I’m giving a 5 star.  They also serve ginseng wine after the meal, even though the portion is small, but not all restaurant will serve ginseng wine nowadays.  So far this is the best ginseng chicken soup I had in this trip!
A very homely type diner. Food is prepared fresh. That broth is heavenly
We loved whole chicken soup with mung beans.
It was big and filled up our stomachs well. ❤️
The side dishes’ tastes were awesome, especially the kimchi was amazing. 😍
The owners and staff were having decent customer service. We enjoyed our meal and time here.
My first visit to Busan. Second time eating Ginseng Chicken and drinking the soup. The restaurant advertised that the soup is without any MSG. True to it’s advertisement, it was without the MSG. However, due to the lack of such seasoning the taste can be rather bland. You need to add some salt and ginseng wine into the soup to spice it up. Overall, it was tasty nonetheless.
Samgyetang means Korean ginseng chicken soup. This Samgyetang restaurant offers simple menu that really help foreigners easily order the authentic Korean cuisine. The chicken soup is very delicious and the side dishes are tasty as well.
"
한식,할매복국,"부산광역시 해운대구 달맞이길62번길 1 (중동, 2,3층)",복국,051-742-2789,해운대구,35.16090683,129.171508,,,,,,,,,,,,,,,,,,
식육(숯불구이),한우 뭉치,부산광역시 해운대구 대천로106번길 16 (좌동),식육전문,051-702-6692,해운대구,35.17414594,129.1745194,,"5-16 Bosu-dong 3(sam)-ga, Jung-gu, Busan, South Korea",,4.6,11.0,,,,,,,,,,,,acceptsCreditCards,"The meat isn't bad and seems to be good. The seasoning that comes with the soybean paste is good.
The flower flesh is very soft. The soybean paste stew is also great.
This is a place where I always come here to eat delicious food at a good price.
Personally, I like shrimp and ribs.
A great side dish combination to eat with meat.
The beef and red pepper paste served when ordering soybean paste stew and rice is the signature of this restaurant...
Best value for money, best meat quality, and best food!!
Soybean paste is a must in this house!! It's good because there is no break time. I think you can park on a nearby road or alley. If you avoid lunch or dinner time, you can enjoy a leisurely meal~^^
The special soybean paste stew and bibim seasoning were delicious.
"
한식,통영 굴국밥,"부산광역시 해운대구 좌동순환로 443 (중동, 103,105호(지상1층))",굴국밥,051-747-8892,해운대구,35.16121472,129.1722917,Daepunggwan,"29 Haesongjeong 2-gil, Tongyeong-si, Gyeongsangnam-do, South Korea","Monday: 9:00AM–9:00PM
Tuesday: 9:00AM–9:00PM
Wednesday: 9:00AM–9:00PM
Thursday: 9:00AM–9:00PM
Friday: 9:00AM–9:00PM
Saturday: 9:00AM–9:00PM
Sunday: 9:00AM–9:00PM",4.1,1415.0,,True,True,True,True,True,True,False,False,True,"freeParkingLot, freeStreetParking",acceptsCreditCards,"Great food and service. I would like to come back again.
Delicious food. Abalone Bibimbap was great. Oyster pancake was very nice. Very huge portions at reasonable rates. Staff will refill and are very friendly.
Galbi, marinated and non marinated, was tasty and has a good portion per serving. Also, they offered  plenty of side dishes(banchans). But I think the price is pretty expensive and it's not going to be easy dining experience with price point.
Fresh and yummy sea food. We had set b for 23k per pax. Would recommend
The value for money here is incredible. Granted, Tongyeong oysters do not yet compare to those available in other classic oyster powerhouses such as New Zealand or France but they are as briny and tasty as any other decent oyster available anywhere else in the world.

We had the fresh oysters and the batter fried oysters here and we were so stuffed with such tasty fare that we had to set aside a good amount of the fried oysters to takeaway.

The meal also came with a free fresh oyster gochujang salad as part of the banchan!

Highly recommended!!
"
식육(숯불구이),태백산 참숯마을,"부산광역시 해운대구 재반로60번길 2 (재송동, 2,3층)",통돼지갈비,051-784-5522,해운대구,35.18385979,129.1265044,,"480 Jaesong-dong, Haeundae, Busan, South Korea",,3.7,123.0,,,,,,,,,,,,,"Great, but would be better more side dish.
Good!
It wasn't particularly delicious. I don't think I want to go again.
The service wasn't very good...
It's really good value for money, especially the staff who serve you with great care. The parking lot is also spacious.
I came here for a company dinner with a friend, and the owner was very impressed and the service was good, so I had a good time. The meat wasn't too tough and the side dishes were perfect. From then on, I always come here every time I have a company dinner with friends. There's also a group room, so it's great for groups. I recommend it
"
한식,초원농원 해운대점,"부산광역시 해운대구 좌동순환로8번길 13 (중동, 외2필지(2층))",한우등심,051-744-1592,해운대구,35.16754816,129.1679699,Chowon Nongwon Yangjeong,"South Korea, Busan, Busanjin District, Geoje-daero, 70 국제식품빌딩 3층 4층","Monday: 11:30AM–9:30PM
Tuesday: 11:30AM–9:30PM
Wednesday: 11:30AM–9:30PM
Thursday: 11:30AM–9:30PM
Friday: 11:30AM–9:30PM
Saturday: 11:30AM–9:30PM
Sunday: 11:30AM–9:30PM",4.2,166.0,,,True,False,True,True,True,False,False,True,"freeParkingLot, paidParkingLot, freeStreetParking",acceptsCreditCards,"Praha 993 os best place to hang out !!
GMT
It's great to eat grilled meat with the family. They are friendly and have a baby chair. This is a restaurant where you feel like you are treated well and have your own side dishes prepared neatly. It's a great place to take the elderly and is suitable for family gatherings. The meat is delicious and the raw beef mix is ​​also very delicious. I think I will visit again.
It's delicious..
Just looking at the taste, I think the Gupo branch tastes better, perhaps because of my mood.
However, I was overwhelmed by the overwhelming interior and atmosphere.
The staff were neatly dressed and it just made my day feel good. It was the best!
Visited on a Sunday evening.
Easy parking, clean interior, and wide spacing between tables for comfort.
The quality of the meat was better than the 1st restaurant.
Best of all, it's nice that the basic side dishes are served for one person.
"
한식,청도할매아구찜,부산광역시 해운대구 재반로 268 (반여동),찜류,051-782-6969,해운대구,35.20110728,129.1318603,,"South Korea, Busan, Haeundae, 반여제3동 1602-3","Monday: 11:00AM–9:30PM
Tuesday: 11:00AM–9:30PM
Wednesday: 11:00AM–9:30PM
Thursday: 11:00AM–9:30PM
Friday: 11:00AM–9:30PM
Saturday: 11:00AM–9:30PM
Sunday: 11:00AM–9:30PM",3.3,8.0,,True,True,,True,True,True,False,False,True,,acceptsCreditCards,"A taste that can generally be felt
Parking is difficult for the first time.
♡♡
"
한식,채선당(해운대점),"부산광역시 해운대구 세실로 45 (좌동, 대승프라자201호)",샤브샤브,051-703-9600,해운대구,35.16898947,129.1782872,,,,,,,,,,,,,,,,,,
한식,정든대구탕,부산광역시 해운대구 해운대해변로 291 (중동),대구탕,051-703-0303,해운대구,35.16073258,129.1624721,,,,,,,,,,,,,,,,,,
한식,유바기쭈꾸미,"부산광역시 해운대구 좌동로 105 (좌동, 지상1층)",불쭈꾸미,051-703-1085,해운대구,35.1731816,129.1763608,,"Busan, South Korea",,5.0,3.0,,,True,,True,True,True,,,True,,acceptsCreditCards,"Taste point
ㅁㅈ
"
한식,원조지구촌암소숯불생,"부산광역시 해운대구 청사포로 103 (중동, 외3필지(1층,2층))",갈비류,051-704-6885,해운대구,35.16267139,129.1911151,,,,,,,,,,,,,,,,,,
식육(숯불구이),외식일번가,"부산광역시 해운대구 해운대로 425 (우동, 지상1,2층)",소갈비,051-743-3338,해운대구,35.16636668,129.1415976,,,,,,,,,,,,,,,,,,
경양식,오페라,"부산광역시 해운대구 달맞이길117번길 29 (중동, 3층)",스테이크,051-746-6670,해운대구,35.15897556,129.1754645,Royal Opera House Muscat,"Royal Opera House Al Kharjiyah Street مسقط OM، Muscat 103, Oman",,4.7,8268.0,,,,,,,,,,True,,acceptsCashOnly,"I visited the Royal Opera House Muscat today and it was great. Entry costs OMR3.15 and you can buy tickets at the entrance. The ticket includes a 15-30min guided tour of the theatre and the areas within the opera house. Parking is also available in the premises which is also connected to the opera galleries shopping centre and is free. The 2011 built opera house is highly exquisite in its mainly marble interior and swarowski crystal and wooden decorations. Everything from the theatre to the ceilings is an example of grand architecture. A must visit if you're in Muscat.
The Royal Opera House in Muscat is a beautiful place to visit. Walking around the outside, I was captivated by the stunning structure and the exquisite wood ceilings. Although I didn't have the opportunity to visit inside, the exterior alone was impressive and showcased the building's grandeur and elegance. It's definitely worth a visit to appreciate its architectural beauty. Highly recommended!
Another beautiful place on the map of Muscat, which is worth visiting. There are different architecture styles used to create this building. The building is surrounded by the park with lots of flowers and other plants.  The posh shopping gallery is nearby.
Amazing place with impressive architecture. We didn’t book a show, but you can still enter (ticket 3 OMR) and get a 15 minute guided „tour“ where they show you around and explain everything. It’s quite interesting and really remarkable in terms of architecture and design. Recommend.
The Royal Opera House Muscat is a magnificent performing arts center located in Muscat, Oman. Here's a brief overview:

Location: Situated in the heart of Muscat, the Royal Opera House Muscat stands as a beacon of culture and artistry in Oman.
Architecture: The Opera House boasts stunning contemporary architecture, blending traditional Omani design elements with modern aesthetics.
Performing Arts: The venue hosts a diverse range of world-class performances, including opera, ballet, classical music, jazz, and theater, featuring both local and international artists.
Cultural Hub: Beyond performances, the Royal Opera House Muscat serves as a cultural hub, offering educational programs, workshops, and community events to foster appreciation and understanding of the arts.
State-of-the-Art Facilities: The Opera House features state-of-the-art facilities, including a main auditorium, smaller theaters, rehearsal rooms, and a beautiful landscaped garden.
Visitor Experience: Visitors can enjoy guided tours of the Opera House, showcasing its architectural marvels, history, and behind-the-scenes glimpses into the world of performing arts.
Dining and Shopping: The Opera House also houses a selection of fine dining restaurants, cafes, and a boutique, providing a complete cultural and culinary experience for visitors.
Overall, the Royal Opera House Muscat is a must-visit destination for art and culture enthusiasts, offering a unique blend of architectural splendor, world-class performances, and enriching cultural experiences in the heart of Oman.
"
식육(숯불구이),오발탄,"부산광역시 해운대구 해운대로570번길 10 (우동, 지상1,2층일부)",양곱창,051-746-6080,해운대구,35.16035216,129.1551347,Obaltan Jongno,"South Korea, Seoul, Jongno District, Ujeongguk-ro, 26 지하 2층","Monday: 11:30AM–10:00PM
Tuesday: 11:30AM–10:00PM
Wednesday: 11:30AM–10:00PM
Thursday: 11:30AM–10:00PM
Friday: 11:30AM–10:00PM
Saturday: 12:00–10:00PM
Sunday: Closed",4.2,191.0,PRICE_LEVEL_EXPENSIVE,,True,,True,True,True,False,False,True,,acceptsCreditCards,"Good sweetened Kalbi with high quality small side dishes. Saturday lunch is very empty and recommended!
Good for people who appreciates lamb and beef meats.
Nice but too expensive
I visited to eat the lunch menu.
There are lamb rice and other menu items, so I order and wait.

A delicious lunch was served and we enjoyed it.
I visited the Jongno restaurant Obaltan Jongno branch and tried a variety of menu items, including daechang, special noodles, tenderloin, lamb rice, and lamb beef stew.

​The price is over 200,000 won, but it is well worth the price. I felt the portion was a little lacking, but after eating the lamb rice, that thought disappeared.

​I think Ovaltan is perfect for a special day.

The atmosphere is luxurious and the prices are appropriately high.

I recommend going when you meet someone special in Jongno!
"
한식,예이제,"부산광역시 해운대구 해운대해변로298번길 29 (중동, 해운대푸르지오씨디 210~216호)",한정식,051-731-1100,해운대구,35.1609695,129.1668879,Yeije,"29 Haeundaehaebyeon-ro 298beon-gil, Haeundae, Busan, South Korea","Monday: 12:00–3:00PM, 5:30–9:20PM
Tuesday: 12:00–3:00PM, 5:30–9:20PM
Wednesday: 12:00–3:00PM, 5:30–9:20PM
Thursday: 12:00–3:00PM, 5:30–9:20PM
Friday: 12:00–3:00PM, 5:30–9:20PM
Saturday: 12:00–3:00PM, 5:30–9:20PM
Sunday: 12:00–3:00PM, 5:30–9:20PM",3.9,381.0,PRICE_LEVEL_EXPENSIVE,True,True,False,True,True,True,False,,True,,acceptsCreditCards,"It is a fine dining (HALAL) restaurant. Served the varieties of seafood meals with more than 15 different Koren dishes.

It is a place for you to bring your family or discussing on Business Plan while enjoying the foods and environment.
While the food was very good, and the staff made an effort to describe what was served (even though they spoke no English and us no Korean) it all felt very rushed. We arrived a few minutes early and the first 5 courses (16 dishes) were served in less than 30 minutes. Many times the food was removed from serving plates and placed on to our plates so that they could remove the dish. They also did not offer us any alcohol and had to be asked to bring even water. If you do want to come (it's hard to get them on the phone and once again, they speak no English) make a reservation early, I would say 6 at the latest. Only rated so highly for the food.
Beautiful restaurant with delicious Korean food well presented. The dishes are prepared as small artwork. Healthy, traditional Korean food.
Excellent tradition fine cuisine in a serene setting. Be prepared to eat!
Food was fantastic but the wait staff were dismal at best
"
회집,영변횟집,부산광역시 해운대구 송정해변로 30 (송정동),생선회,051-703-7590,해운대구,35.18079858,129.2029075,,"15 Songjeonggangbyeon-ro, Haeundae, Busan, South Korea",,5.0,2.0,,,True,,True,True,True,,False,True,,acceptsCreditCards,"This is Korean traditional sashimi that cuts the bones of a fish and scoops it with a spoon like rice.
Anago Sekkosi seafood is all really delicious! I heard from a local friend that this old restaurant has been remodeled and moved. A lot of elderly guests also come.
"
한식,언양봉계숯불갈비,"부산광역시 해운대구 재반로 186 (반여동, 지상2층 일부)",돼지갈비,051-752-3662,해운대구,35.19388093,129.1306069,,,,,,,,,,,,,,,,,,
한식,언양기왓집불고기,부산광역시 해운대구 달맞이길62번길 11 (중동),갈비류,051-743-6919,해운대구,35.16017226,129.1710364,,"86 Heonnyang-gil, Eonyang-eup, Ulju-gun, Ulsan, South Korea","Monday: 11:00AM–9:00PM
Tuesday: 11:00AM–9:00PM
Wednesday: 11:00AM–9:00PM
Thursday: 11:00AM–9:00PM
Friday: 11:00AM–9:00PM
Saturday: 11:00AM–9:00PM
Sunday: 11:00AM–9:00PM",4.0,3467.0,PRICE_LEVEL_EXPENSIVE,True,True,False,True,True,True,False,False,True,"freeParkingLot, freeStreetParking",acceptsCreditCards,"Just......... amazingly delicious! A must-try in Ulsan! The restaurant is also super pretty, with traditional architecture. Prepare to sit in the floor. Normally there is a line.
The price of bulgogi is the same everywhere in Eonyang. 19000won per portion. And i dont think the taste is very different. But giwajip has the best atmosphere, korean traditional house and beautiful garden. One sad thing is the waiting will be quite long on weekends. I qent there after 2pm but there were 25 teams before me. But it only took 30min. Not bad
Splendid! Best Bulgogi I have ever had! They served pretty quickly. Car park's outside, in which a man on the frontyard would guide you. Inside may be a little loud.
Excellent Food! I always stuff myself here. Amazing beef, both marinated and unmarinated.
Very cool atmosphere.
Food was not that good and service was even worse.
We were very dissapointed. Met life long friends for an awesome dinner that was less than mediocre.
It only gets the positive stars for the building and the decor.
"
한식,양산국밥,"부산광역시 해운대구 좌동로10번길 75 (중동, 지상1,2층)",국밥,051-703-3544,해운대구,35.16784498,129.1726943,Yangsan Gukbap,"75 Jwadong-ro 10beon-gil, Haeundae, Busan, South Korea","Monday: 9:00AM–10:00PM
Tuesday: 9:00AM–10:00PM
Wednesday: 9:00AM–10:00PM
Thursday: 9:00AM–10:00PM
Friday: 9:00AM–10:00PM
Saturday: 9:00AM–10:00PM
Sunday: 9:00AM–10:00PM",3.9,872.0,PRICE_LEVEL_MODERATE,True,True,True,True,True,True,False,False,True,"freeParkingLot, freeStreetParking",acceptsCreditCards,"Seems like a famous Gukbab shop in Busan. The soup is clear and tasty. It is my first time trying so i couldn’t compare to other shops. I  think it was nice though the Gukbab maybe not my style of food. Recommend to try!
OMG! I didn't know that such a good restaurant is near my house.
It was so good. Form side dishes to main dishes.
This is a taste what I have never tried.
It's little bit pricey but reasonable.
A self-bar for side dishes is there, so you can enjoy it as much as you want.
The most impressive thing was brassware plates and dishes.
So this is my go-to gukbap place as Korean.
I’ve been so many gukbap places and the soup is usually very cloudy since they make stock with bone marrow for 4-8 hours.
But somehow, this place’s stock is clear as Consommé soup and clean. However you can still taste nice pork bone taste.
So if you never tried pork bone soup or if you’re big fan of pork bone soup , I highly recommend!
(진짜 깔끔한데 존맛탱.)
It became popular after a Korean celebrate had come to eat this. I like it because it looks clean. But I dont like its taste too much because it is not the genuine Busan style.
For me it was the greatest gukbap I have ever eaten. It should definitely be on your Busan checklist
"
중국식,얌차이나,"부산광역시 해운대구 센텀남대로 59 (우동, 롯데백화점센텀시티점6층)",중화요리,051-730-3903,해운대구,35.16985471,129.1310752,얌차이나 롯데백화점센텀시티점,"1496 U-dong, Haeundae, Busan, South Korea","Monday: 10:30AM–8:30PM
Tuesday: 10:30AM–8:30PM
Wednesday: 10:30AM–8:30PM
Thursday: 10:30AM–8:30PM
Friday: 10:30AM–8:30PM
Saturday: 10:30AM–8:30PM
Sunday: 10:30AM–8:30PM",3.0,18.0,,True,True,,True,True,True,,,True,,acceptsCreditCards,"A very normal chinese restaurant but not good price. It's easy-to-access because it is in the Lotte Department store.
Sweet and Sour Pork is yummy one :)
As I was passing by the store located in the restaurant area of ​​Lotte Department Store's Centum City branch, I saw a photo of the President's visit and quickly went in. The price is reasonable and the taste is the usual taste we know.
Aside from the slightly odd service, the view was good (of course, most of it was on the walls of the building), the furniture looked like antique China, and the oyster jjamppong was good. Oyster Jjamppong shatters the stereotype that Jjamppong must be washed! It was packed with plenty of vegetables, so I ate it without feeling burdened after my dental treatment.
It's really not good. It's not worth the cost. Jjajangmyeon is small in size and you can't eat it 3 times. The Jjamppong soup was delicious, but there wasn't much seafood, so it's worth paying that money for... The sweet and sour pork tastes a lot like flour... I really feel like it's a waste of money. I don't recommend it.
"
한식,신토불이보쌈,"부산광역시 해운대구 구남로29번길 35 (중동, 2층)",보쌈,051-731-1441,해운대구,35.16281775,129.1621616,,,,,,,,,,,,,,,,,,
한식,수비가든,부산광역시 해운대구 해운대로469번길 142 (우동),오리구이,051-742-8998,해운대구,35.16869453,129.1413557,,"Busan, South Korea","Monday: 11:50AM–9:20PM
Tuesday: 11:50AM–9:20PM
Wednesday: 11:50AM–9:20PM
Thursday: 11:50AM–9:20PM
Friday: 11:50AM–9:20PM
Saturday: 11:50AM–9:20PM
Sunday: 11:50AM–9:20PM",4.3,158.0,,True,True,,True,True,True,False,False,True,freeParkingLot,acceptsCreditCards,"I can still hear the crackle of the duck skin searing on the hot pan. Order one duck for two people unless you eat a lot. It was absolutely delicious. They cook their ducks in a traditional Korean oven. Definitely worth a visit if you never had the experience before.
This is a rare sulfur-red clay pot roast duck restaurant.
The atmosphere of the restaurant is a bit disappointing as it is just a neighborhood restaurant, but the side dishes are neat and the main dish is very satisfying.
The roast duck is delicious.
It tastes very healthy as it contains various healthy ingredients.
You must make a reservation 2 hours and 30 minutes in advance.
It's enough to fill two people.
Parking is also convenient.
I want to try other menus too!
Although it is friendly, it is a restaurant that serves steamed whole duck.
I enjoyed it so much.
Everyone loved it even for a family gathering of 12 people.
When you first enter, you are filled with the scent of medicinal herbs.
This roast duck restaurant has excellent healthy taste (^^)
This place feels like a duck specialty restaurant. Perhaps because of the medicinal ingredients, the rich and sweet soup tastes amazing. You must make a reservation in advance to eat the steamed duck.
"
한식,수백한상,"부산광역시 해운대구 구남로8번길 86 (우동, 지상1층)",돼지국밥,051-746-5953,해운대구,35.16099227,129.1551218,Subaek Hansang,"86 Gunam-ro 8beon-gil, Haeundae, Busan, South Korea","Monday: 9:30AM–9:00PM
Tuesday: 9:30AM–9:00PM
Wednesday: 9:30AM–9:00PM
Thursday: 9:30AM–9:00PM
Friday: 9:30AM–9:00PM
Saturday: 9:30AM–9:00PM
Sunday: 8:30AM–9:00PM",3.9,243.0,PRICE_LEVEL_MODERATE,True,True,True,True,True,True,False,,True,,acceptsCreditCards,"Very delicious Sundaeguk. The restaurant is also clean with friendly staff.
Place to take daily dose of protein.
Boiled Yuk Baekban House
The menu is simple, so I highly recommend it if you like braised pork.
It was one of my favorite restaurants in the Haeundae area.
Eating alone seems like a good idea.
Pair it with soju and you will have a happy day.
Pork soup and sundae soup are clean and delicious. The side dishes were self-serve, so I ate as much as I wanted. It's a restaurant recommended by locals, but I think it's better than places tourists go.
Pork soup and sucheongi are very delicious without any unpleasant smell.
The smell is endless, and even pork cutlets are provided to the children.
I like it. The sirloin pork cutlet was delicious.
"
한식,수미밥상,"부산광역시 해운대구 재반로 130-1 (재송동, 1층일부)",보리밥,051-782-8536,해운대구,35.18989306,129.1271478,,"60-67 Wonpyeong 2(i)-dong, Gumi, Gyeongsangbuk-do, South Korea",,5.0,1.0,,,,,True,True,,,,True,,acceptsCreditCards,
회집,수림횟집,"부산광역시 해운대구 해운대해변로221번길 15 (우동, A동 지상1층 )",생선회,051-744-5570,해운대구,35.15991117,129.1560065,,"15 Haeundaehaebyeon-ro 221beon-gil, Haeundae, Busan, South Korea","Monday: 10:30AM–10:30PM
Tuesday: 10:30AM–10:30PM
Wednesday: 10:30AM–10:30PM
Thursday: 10:30AM–10:30PM
Friday: 10:30AM–10:30PM
Saturday: 10:30AM–10:30PM
Sunday: 10:30AM–10:30PM",3.7,280.0,,True,True,,True,True,True,False,False,True,,acceptsCreditCards,"Highly recommended to book and also check what's still available. This spot is busy and can run out of items but for what they had , it was super fresh and yummy. Loved the sashimi cuts and all the sides! Has you usual drinks Korea selection of drinks ! I'd come back for sure , maybe to try octopus or something more.. lol different! Enjoy !
I ordered the B course which was 50k per person. Food came out quick and everything was delicious.
Set B is must try to those sashimi lovers
Recommend 👍🏻
Very chewy mullet and flatfish sashimi (It means very fresh and delicious cuts). 👍🏼
"
한식,솔내음한정식,"부산광역시 해운대구 달맞이길117번길 17-11 (중동, 지상3층)",돌솥밥,051-746-8818,해운대구,35.15858359,129.1749869,Solnaeum,"17-11 Dalmaji-gil 117beon-gil, Haeundae, Busan, South Korea","Monday: 11:30AM–3:00PM, 5:00–9:30PM
Tuesday: 11:30AM–3:00PM, 5:00–9:30PM
Wednesday: 11:30AM–3:00PM, 5:00–9:30PM
Thursday: 11:30AM–3:00PM, 5:00–9:30PM
Friday: 11:30AM–3:00PM, 5:00–9:30PM
Saturday: 11:30AM–9:30PM
Sunday: 11:30AM–9:30PM",3.7,286.0,PRICE_LEVEL_EXPENSIVE,,True,True,True,True,True,False,False,True,,acceptsCreditCards,"They serve a variety of standard Korean dishes, but the quality is just so-so. The restaurant is a little difficult to find, and they close at 21:30, so not recommendable if you want to stay longer to drink and chat.
Very nice place with a view over Haeundae and all the way to Marine City. Food was varied and of excellent quality. Nice, quiet atmosphere.
One of the best meal I had in Busan ! The view, the food and the service were impeccable 👌🏼
Very disappointing. We were 4 people and the food was tasteless and the soup watery. The amount for what we paid was not worth it at all. Haven‘t had such tasteless food in a long time. We left hungry and in a bad mood.
Fantastic, service and food all top class, highly recommend 👌
"
회집,선창횟집,부산광역시 해운대구 달맞이길62번길 67 (중동),생선회,051-747-7470,해운대구,35.15688239,129.1738099,선창횟집,"67 Dalmaji-gil 62beon-gil, Haeundae, Busan, South Korea","Monday: 11:30AM–11:00PM
Tuesday: 11:30AM–11:00PM
Wednesday: 11:30AM–11:00PM
Thursday: 11:30AM–11:00PM
Friday: 11:30AM–11:00PM
Saturday: 11:30AM–11:00PM
Sunday: 11:30AM–11:00PM",3.8,869.0,,,True,,True,True,True,False,False,True,freeParkingLot,acceptsCreditCards,"The side dishes were very good. not expensive. I recomend the ₩50,000/person course. It is enough satisfied with me.
Good place, 50k set should be good for most
Ordered two sets of 150,000￦ menus for my 4 members of family. Tastes just perfect but the amount might be too much if you're planning to go for a dessert after the meal.
If you are western, you better leave the place for locals. It’s expensive, the sashimi is tough and bland, the amount of food ridiculous.
Gorgeous view with fresh dishes.
Quite expensive but worth it.

Bad access to walk, you need to get a taxi or some sort of things.

The course dishes are recommended.
"
한식,선미아구찜,"부산광역시 해운대구 세실로 104 (좌동, 롯데캐슬마스트타운201~203호)",아구찜,051-701-0006,해운대구,35.17404388,129.1757475,,,,,,,,,,,,,,,,,,
한식,샤브향 반송점,"부산광역시 해운대구 반송로877번길 19 (반송동, 1,2층)",소고기샤브,051-542-0333,해운대구,35.23115982,129.1508877,Shabu Hyang,"91 Haean-daero, Masanhappo-gu, Changwon-si, Gyeongsangnam-do, South Korea","Monday: 11:30AM–10:00PM
Tuesday: 11:30AM–10:00PM
Wednesday: 11:30AM–10:00PM
Thursday: 11:30AM–10:00PM
Friday: 11:30AM–10:00PM
Saturday: 11:30AM–10:00PM
Sunday: 11:30AM–10:00PM",3.7,298.0,PRICE_LEVEL_MODERATE,,True,False,True,True,True,False,,True,freeParkingLot,acceptsCreditCards,"Mushroom shabushabu set tastes good.
All dishes set in clean. As many people visiting, services are quite fast and kind.
Quite expensive but very tasty
My mother, who rarely buys food from outside, ate a lot.
There is a separate self-serve bar for things you need, such as vegetables and kimchi, which is convenient, and the beef and burgers also looked very good.
This is a great restaurant to come to with your family. As the facility is old, the environment does not deteriorate or the food tastes bad. There are a lot of shabu-shabu restaurants these days, so it’s nothing special. This is a place I sometimes go to eat.
The price is expensive compared to other shabu flavors.
The cucumbers were not set and they barely asked for it.
The cut vegetables are not fresh.
There are few types of vegetables
The mushrooms look like they haven't been washed.
The scent of Samgye Shabu or Haman Shabu is much better.
"
